Kristina;Kata
5;4
12;11
21;14
2;2
0;14
3;3
1;1
14;17
17;22
7;10
0;7
6;7
5;7
3;3
4;7
17;19
3;3
36;17
5;6
5;6
9;12
13;16
7;10
4;7
15;22
5;8
9;7
8;9
13;13
5;6
21;21
6;6
4;6
13;18
14;12
7;10
18;19
7;18
18;16
15;16
7;9
28;29
18;19
3;5
11;12
7;9
3;4
9;20
6;9
10;15
13;18
