Kristina;Kata
2;1
3;3
3;2
5;4
1;1
0;1
4;8
0;2
2;2
3;3
2;2
1;1
2;3
7;9
1;1
5;5
2;2
1;1
2;2
2;2
0;3
1;1
4;6
2;2
2;2
2;2
2;5
2;2
8;8
2;3
1;1
5;6
5;5
2;3
4;5
1;1
6;6
5;5
4;6
5;5
1;1
2;3
4;4
1;1
1;3
1;2
3;5
2;3
